Таблица узлов (1)-Учебная версия;;;;;;;;;
;Координаты;;;Связи;;;;;
№ узла;X (м);Y (м);Z (м);X;Y;Z;UX;UY;UZ
43182;-34.689999;-77.731377;5;-;-;-;-;-;-
43183;-34.689999;-78.707138;5;-;-;-;-;-;-
43184;-34.689999;-78.931938;6;-;-;-;-;-;-
43185;-34.689999;-77.974876;6;-;-;-;-;-;-
43186;-34.689999;-77.017822;6;-;-;-;-;-;-
43187;-34.689999;-79.889038;6;-;-;-;-;-;-
43188;-34.689999;-80.846039;6;-;-;-;-;-;-
43189;-34.689999;-82.395737;4.07692;-;-;-;-;-;-
43190;-34.689999;-84.286041;4.38462;-;-;-;-;-;-
43191;-34.689999;-83.340942;4.23077;-;-;-;-;-;-
43192;-34.689999;-85.537743;4;-;-;-;-;-;-
43193;-34.689999;-85.231239;4.53846;-;-;-;-;-;-
43194;-34.689999;-82.610336;5;-;-;-;-;-;-
43195;-34.689999;-81.634537;5;-;-;-;-;-;-
43196;-34.689999;-84.561943;5;-;-;-;-;-;-
43197;-34.689999;-83.586143;5;-;-;-;-;-;-
43198;-34.689999;-87.489243;4;-;-;-;-;-;-
43199;-34.689999;-86.513443;4;-;-;-;-;-;-
43200;-34.689999;-89.440842;4;-;-;-;-;-;-
43201;-34.689999;-88.465042;4;-;-;-;-;-;-
43202;-34.689999;-90.416641;4;-;-;-;-;-;-
43203;-34.689999;-86.176338;4.69231;-;-;-;-;-;-
43204;-34.689999;-87.121536;4.84615;-;-;-;-;-;-
43205;-34.689999;-89.633339;5;-;-;-;-;-;-
43206;-34.689999;-88.849937;5;-;-;-;-;-;-
43207;-34.689999;-88.066643;5;-;-;-;-;-;-
43208;-34.689999;-90.416641;5;-;-;-;-;-;-
43209;-34.689999;-81.803139;6;-;-;-;-;-;-
43210;-34.689999;-83.717239;6;-;-;-;-;-;-
43211;-34.689999;-82.760132;6;-;-;-;-;-;-
43212;-34.689999;-84.67424;6;-;-;-;-;-;-
43213;-34.689999;-85.631332;6;-;-;-;-;-;-
43214;-34.689999;-86.58844;6;-;-;-;-;-;-
43215;-34.689999;-88.502541;6;-;-;-;-;-;-
43216;-34.689999;-87.545441;6;-;-;-;-;-;-
43217;-34.689999;-89.459541;6;-;-;-;-;-;-
43218;-34.689999;-90.416641;6;-;-;-;-;-;-
43219;-35.224998;-90.951637;4;-;-;-;-;-;-
43220;-35.224998;-90.951637;5;-;-;-;-;-;-
43221;-35.618599;-91.345238;6;-;-;-;-;-;-
43222;-35.224998;-90.951637;6;-;-;-;-;-;-
43223;-26.58;-68.146637;6;-;-;-;-;-;-
43224;-26.58;-68.346642;6;-;-;-;-;-;-
43225;-26.379999;-68.346642;6;-;-;-;-;-;-
43226;-27.379999;-73.146637;6;-;-;-;-;-;-
43227;-27.5133;-74.146637;6;-;-;-;-;-;-
43228;-26.58;-73.94664;6;-;-;-;-;-;-
43229;-26.379999;-73.013313;6;-;-;-;-;-;-
43230;-26.379999;-69.279968;6;-;-;-;-;-;-
43231;-27.379999;-69.146637;6;-;-;-;-;-;-
43232;-27.379999;-70.146637;6;-;-;-;-;-;-
43233;-26.379999;-70.21331;6;-;-;-;-;-;-
43234;-27.5133;-68.146637;6;-;-;-;-;-;-
43235;-26.58;-74.146637;6;-;-;-;-;-;-
43236;-28.379999;-69.146637;6;-;-;-;-;-;-
43237;-28.379999;-70.146637;6;-;-;-;-;-;-
43238;-28.446699;-68.146637;6;-;-;-;-;-;-
43239;-29.379999;-68.146637;6;-;-;-;-;-;-
43240;-29.379999;-69.146637;6;-;-;-;-;-;-
43241;-27.379999;-71.146637;6;-;-;-;-;-;-
43242;-26.379999;-71.146637;6;-;-;-;-;-;-
43243;-29.379999;-70.146637;6;-;-;-;-;-;-
43244;-30.379999;-69.146637;6;-;-;-;-;-;-
43245;-30.379999;-70.146637;6;-;-;-;-;-;-
43246;-28.379999;-71.146637;6;-;-;-;-;-;-
43247;-30.313299;-68.146637;6;-;-;-;-;-;-
43248;-29.379999;-71.146637;6;-;-;-;-;-;-
43249;-27.379999;-72.146637;6;-;-;-;-;-;-
43250;-26.379999;-72.079971;6;-;-;-;-;-;-
43251;-26.379999;-73.94664;6;-;-;-;-;-;-
43252;-32.18;-68.346642;6;-;-;-;-;-;-
43253;-32.380001;-69.279968;6;-;-;-;-;-;-
43254;-31.379999;-69.146637;6;-;-;-;-;-;-
43255;-31.2467;-68.146637;6;-;-;-;-;-;-
43256;-28.379999;-72.146637;6;-;-;-;-;-;-
43257;-29.379999;-72.146637;6;-;-;-;-;-;-
43258;-28.379999;-73.146637;6;-;-;-;-;-;-
43259;-32.18;-68.146637;6;-;-;-;-;-;-
43260;-28.446699;-74.146637;6;-;-;-;-;-;-
43261;-29.379999;-73.146637;6;-;-;-;-;-;-
43262;-29.379999;-74.146637;6;-;-;-;-;-;-
43263;-30.379999;-71.146637;6;-;-;-;-;-;-
43264;-31.379999;-70.146637;6;-;-;-;-;-;-
43265;-31.379999;-71.146637;6;-;-;-;-;-;-
43266;-30.379999;-72.146637;6;-;-;-;-;-;-
43267;-32.380001;-73.013313;6;-;-;-;-;-;-
43268;-32.380001;-73.94664;6;-;-;-;-;-;-
43269;-32.18;-73.94664;6;-;-;-;-;-;-
43270;-32.380001;-68.346642;6;-;-;-;-;-;-
43271;-32.380001;-70.21331;6;-;-;-;-;-;-
43272;-32.380001;-71.146637;6;-;-;-;-;-;-
43273;-31.379999;-73.146637;6;-;-;-;-;-;-
43274;-31.2467;-74.146637;6;-;-;-;-;-;-
43275;-31.379999;-72.146637;6;-;-;-;-;-;-
43276;-30.379999;-73.146637;6;-;-;-;-;-;-
43277;-30.313299;-74.146637;6;-;-;-;-;-;-
43278;-32.380001;-72.079971;6;-;-;-;-;-;-
43279;-32.18;-74.146637;6;-;-;-;-;-;-
43280;-18.780001;-68.346642;6;-;-;-;-;-;-
43281;-18.879999;-68.896637;6;-;-;-;-;-;-
43282;-18.379999;-69.146637;6;-;-;-;-;-;-
43283;-17.58;-68.346642;6;-;-;-;-;-;-
43284;-17.58;-68.146637;6;-;-;-;-;-;-
43285;-17.379999;-68.346642;6;-;-;-;-;-;-
43286;-18.780001;-68.146637;6;-;-;-;-;-;-
43287;-18.98;-68.346642;6;-;-;-;-;-;-
43288;-26.18;-73.94664;6;-;-;-;-;-;-
43289;-25.379999;-73.146637;6;-;-;-;-;-;-
43290;-17.379999;-69.279968;6;-;-;-;-;-;-
43291;-18.379999;-70.146637;6;-;-;-;-;-;-
43292;-17.379999;-70.21331;6;-;-;-;-;-;-
43293;-19.379999;-69.146637;6;-;-;-;-;-;-
43294;-19.379999;-70.146637;6;-;-;-;-;-;-
43295;-19.08;-68.648911;6;-;-;-;-;-;-
43296;-19.18;-68.346642;6;-;-;-;-;-;-
43297;-19.18;-68.146637;6;-;-;-;-;-;-
43298;-20.280001;-68.146637;6;-;-;-;-;-;-
43299;-20.280001;-68.346642;6;-;-;-;-;-;-
43300;-20.48;-68.346642;6;-;-;-;-;-;-
43301;-20.68;-68.146637;6;-;-;-;-;-;-
43302;-20.68;-68.346642;6;-;-;-;-;-;-
43303;-18.379999;-73.146637;6;-;-;-;-;-;-
43304;-17.58;-73.94664;6;-;-;-;-;-;-
43305;-17.379999;-73.013313;6;-;-;-;-;-;-
43306;-20.58;-68.765388;6;-;-;-;-;-;-
43307;-20.379999;-69.146637;6;-;-;-;-;-;-
43308;-21.68;-68.146637;6;-;-;-;-;-;-
43309;-21.379999;-69.146637;6;-;-;-;-;-;-
43310;-20.379999;-70.146637;6;-;-;-;-;-;-
43311;-21.379999;-70.146637;6;-;-;-;-;-;-
43312;-18.379999;-71.146637;6;-;-;-;-;-;-
43313;-17.379999;-71.146637;6;-;-;-;-;-;-
43314;-18.379999;-72.146637;6;-;-;-;-;-;-
43315;-17.379999;-72.079971;6;-;-;-;-;-;-
43316;-19.379999;-71.146637;6;-;-;-;-;-;-
43317;-19.379999;-72.146637;6;-;-;-;-;-;-
43318;-26.18;-68.346642;6;-;-;-;-;-;-
43319;-25.379999;-69.146637;6;-;-;-;-;-;-
43320;-25.530001;-68.146637;6;-;-;-;-;-;-
43321;-17.379999;-73.94664;6;-;-;-;-;-;-
43322;-19.379999;-73.146637;6;-;-;-;-;-;-
43323;-26.18;-68.146637;6;-;-;-;-;-;-
43324;-20.379999;-71.146637;6;-;-;-;-;-;-
43325;-20.379999;-72.146637;6;-;-;-;-;-;-
43326;-21.379999;-71.146637;6;-;-;-;-;-;-
43327;-21.379999;-72.146637;6;-;-;-;-;-;-
43328;-20.379999;-73.146637;6;-;-;-;-;-;-
43329;-21.379999;-73.146637;6;-;-;-;-;-;-
43330;-22.379999;-69.146637;6;-;-;-;-;-;-
43331;-22.379999;-70.146637;6;-;-;-;-;-;-
43332;-22.68;-68.146637;6;-;-;-;-;-;-
43333;-23.68;-68.146637;6;-;-;-;-;-;-
43334;-23.379999;-69.146637;6;-;-;-;-;-;-
43335;-24.879999;-68.146637;6;-;-;-;-;-;-
43336;-24.379999;-69.146637;6;-;-;-;-;-;-
43337;-23.379999;-70.146637;6;-;-;-;-;-;-
43338;-22.379999;-71.146637;6;-;-;-;-;-;-
43339;-23.379999;-71.146637;6;-;-;-;-;-;-
43340;-22.379999;-72.146637;6;-;-;-;-;-;-
43341;-24.379999;-70.146637;6;-;-;-;-;-;-
43342;-24.379999;-71.146637;6;-;-;-;-;-;-
43343;-23.379999;-72.146637;6;-;-;-;-;-;-
43344;-25.379999;-70.146637;6;-;-;-;-;-;-
43345;-25.379999;-71.146637;6;-;-;-;-;-;-
43346;-24.379999;-72.146637;6;-;-;-;-;-;-
43347;-22.379999;-73.146637;6;-;-;-;-;-;-
43348;-23.379999;-73.146637;6;-;-;-;-;-;-
43349;-24.379999;-73.146637;6;-;-;-;-;-;-
43350;-25.379999;-72.146637;6;-;-;-;-;-;-
43351;-11.42001;-68.429482;6;-;-;-;-;-;-
43352;-11.38001;-69.146637;6;-;-;-;-;-;-
43353;-10.5893;-68.977348;6;-;-;-;-;-;-
43354;-11.27858;-68.288063;6;-;-;-;-;-;-
43355;-9.38001;-73.146637;6;-;-;-;-;-;-
43356;-8.58;-73.94664;6;-;-;-;-;-;-
43357;-8.38001;-73.120918;6;-;-;-;-;-;-
43358;-8.38001;-72.295197;6;-;-;-;-;-;-
43359;-8.38001;-71.469482;6;-;-;-;-;-;-
43360;-9.00997;-71.675194;6;-;-;-;-;-;-
43361;-11.38001;-70.146637;6;-;-;-;-;-;-
43362;-9.9;-69.666641;6;-;-;-;-;-;-
43363;-11.38001;-71.146637;6;-;-;-;-;-;-
43364;-10.38001;-71.146637;6;-;-;-;-;-;-
43365;-8.52143;-71.045219;6;-;-;-;-;-;-
43366;-8.66284;-71.186638;6;-;-;-;-;-;-
43367;-8.52143;-71.328056;6;-;-;-;-;-;-
43368;-9.21071;-70.355927;6;-;-;-;-;-;-
43369;-9.38001;-71.146637;6;-;-;-;-;-;-
43370;-10.38001;-72.146637;6;-;-;-;-;-;-
43371;-9.38001;-72.146637;6;-;-;-;-;-;-
43372;-11.56143;-68.288063;6;-;-;-;-;-;-
43373;-11.71913;-68.587181;6;-;-;-;-;-;-
43374;-11.70285;-68.146637;6;-;-;-;-;-;-
43375;-12.05336;-68.638573;6;-;-;-;-;-;-
43376;-12.6157;-68.146637;6;-;-;-;-;-;-
43377;-12.38001;-69.146637;6;-;-;-;-;-;-
43378;-12.38001;-70.146637;6;-;-;-;-;-;-
43379;-12.38001;-71.146637;6;-;-;-;-;-;-
43380;-13.38001;-69.146637;6;-;-;-;-;-;-
43381;-13.38001;-70.146637;6;-;-;-;-;-;-
43382;-13.38001;-71.146637;6;-;-;-;-;-;-
43383;-11.38001;-72.146637;6;-;-;-;-;-;-
43384;-13.38001;-72.146637;6;-;-;-;-;-;-
43385;-12.38001;-72.146637;6;-;-;-;-;-;-
43386;-8.38001;-73.94664;6;-;-;-;-;-;-
43387;-17.18;-73.94664;6;-;-;-;-;-;-
43388;-10.38001;-73.146637;6;-;-;-;-;-;-
43389;-11.38001;-73.146637;6;-;-;-;-;-;-
43390;-12.38001;-73.146637;6;-;-;-;-;-;-
43391;-13.38001;-73.146637;6;-;-;-;-;-;-
43392;-17.18;-68.346642;6;-;-;-;-;-;-
43393;-16.379999;-69.146637;6;-;-;-;-;-;-
43394;-16.267099;-68.146637;6;-;-;-;-;-;-
43395;-13.52857;-68.146637;6;-;-;-;-;-;-
43396;-14.44141;-68.146637;6;-;-;-;-;-;-
43397;-14.38;-69.146637;6;-;-;-;-;-;-
43398;-15.3543;-68.146637;6;-;-;-;-;-;-
43399;-15.38;-69.146637;6;-;-;-;-;-;-
43400;-14.38;-70.146637;6;-;-;-;-;-;-
43401;-14.38;-71.146637;6;-;-;-;-;-;-
43402;-15.38;-70.146637;6;-;-;-;-;-;-
43403;-15.38;-71.146637;6;-;-;-;-;-;-
43404;-14.38;-72.146637;6;-;-;-;-;-;-
43405;-16.379999;-73.146637;6;-;-;-;-;-;-
43406;-17.18;-68.146637;6;-;-;-;-;-;-
43407;-16.379999;-70.146637;6;-;-;-;-;-;-
43408;-16.379999;-71.146637;6;-;-;-;-;-;-
43409;-14.38;-73.146637;6;-;-;-;-;-;-
43410;-15.38;-72.146637;6;-;-;-;-;-;-
43411;-16.379999;-72.146637;6;-;-;-;-;-;-
43412;-15.38;-73.146637;6;-;-;-;-;-;-
43413;-8.23858;-71.328056;6;-;-;-;-;-;-
43414;-7.5574;-72.009247;6;-;-;-;-;-;-
43415;-6.87619;-72.690453;6;-;-;-;-;-;-
43416;-8.18;-74.146637;6;-;-;-;-;-;-
43417;-8.18;-73.94664;6;-;-;-;-;-;-
43418;-8.38001;-74.346642;6;-;-;-;-;-;-
43419;-8.18;-74.346642;6;-;-;-;-;-;-
43420;-7.73635;-74.246643;6;-;-;-;-;-;-
43421;-8.38001;-75.279968;6;-;-;-;-;-;-
43422;-7.2875;-74.173309;6;-;-;-;-;-;-
43423;-6.195;-73.371643;6;-;-;-;-;-;-
43424;-8.38001;-79.013344;6;-;-;-;-;-;-
43425;-8.38001;-79.94664;6;-;-;-;-;-;-
43426;-8.18;-79.94664;6;-;-;-;-;-;-
43427;-7.50858;-79.238541;6;-;-;-;-;-;-
43428;-7.2875;-75.168861;6;-;-;-;-;-;-
43429;-6.195;-75.168861;6;-;-;-;-;-;-
43430;-6.195;-74.173309;6;-;-;-;-;-;-
43431;-7.2875;-76.164421;6;-;-;-;-;-;-
43432;-6.195;-76.164421;6;-;-;-;-;-;-
43433;-8.38001;-76.21331;6;-;-;-;-;-;-
43434;-8.38001;-77.146637;6;-;-;-;-;-;-
43435;-7.2875;-77.159973;6;-;-;-;-;-;-
43436;-8.38001;-78.079971;6;-;-;-;-;-;-
43437;-6.83715;-78.530441;6;-;-;-;-;-;-
43438;-6.195;-77.159973;6;-;-;-;-;-;-
43439;-6.16571;-77.822342;6;-;-;-;-;-;-
43440;-9.38001;-79.146637;6;-;-;-;-;-;-
43441;-8.58;-79.94664;6;-;-;-;-;-;-
43442;-8.58;-74.346642;6;-;-;-;-;-;-
43443;-9.38001;-75.146637;6;-;-;-;-;-;-
43444;-9.38001;-76.146637;6;-;-;-;-;-;-
43445;-10.38001;-75.146637;6;-;-;-;-;-;-
43446;-10.38001;-76.146637;6;-;-;-;-;-;-
43447;-10.38001;-77.146637;6;-;-;-;-;-;-
43448;-9.38001;-77.146637;6;-;-;-;-;-;-
43449;-11.38001;-75.146637;6;-;-;-;-;-;-
43450;-12.38001;-75.146637;6;-;-;-;-;-;-
43451;-11.38001;-76.146637;6;-;-;-;-;-;-
43452;-11.38001;-77.146637;6;-;-;-;-;-;-
43453;-12.38001;-76.146637;6;-;-;-;-;-;-
43454;-13.38001;-75.146637;6;-;-;-;-;-;-
43455;-13.38001;-76.146637;6;-;-;-;-;-;-
43456;-12.38001;-77.146637;6;-;-;-;-;-;-
43457;-13.38001;-77.146637;6;-;-;-;-;-;-
43458;-10.38001;-78.146637;6;-;-;-;-;-;-
43459;-9.38001;-78.146637;6;-;-;-;-;-;-
43460;-10.38001;-79.146637;6;-;-;-;-;-;-
43461;-17.18;-74.346642;6;-;-;-;-;-;-
43462;-17.379999;-75.279968;6;-;-;-;-;-;-
43463;-16.379999;-75.146637;6;-;-;-;-;-;-
43464;-11.38001;-78.146637;6;-;-;-;-;-;-
43465;-12.38001;-78.146637;6;-;-;-;-;-;-
43466;-13.38001;-78.146637;6;-;-;-;-;-;-
43467;-13.38001;-79.146637;6;-;-;-;-;-;-
43468;-12.38001;-79.146637;6;-;-;-;-;-;-
43469;-11.38001;-79.146637;6;-;-;-;-;-;-
43470;-14.38;-75.146637;6;-;-;-;-;-;-
43471;-15.38;-75.146637;6;-;-;-;-;-;-
43472;-14.38;-76.146637;6;-;-;-;-;-;-
43473;-14.38;-77.146637;6;-;-;-;-;-;-
43474;-15.38;-76.146637;6;-;-;-;-;-;-
43475;-15.38;-77.146637;6;-;-;-;-;-;-
43476;-14.38;-78.146637;6;-;-;-;-;-;-
43477;-17.379999;-74.346642;6;-;-;-;-;-;-
43478;-16.379999;-79.146637;6;-;-;-;-;-;-
43479;-17.379999;-79.013344;6;-;-;-;-;-;-
43480;-17.18;-79.94664;6;-;-;-;-;-;-
43481;-16.379999;-76.146637;6;-;-;-;-;-;-
43482;-17.379999;-76.21331;6;-;-;-;-;-;-
43483;-16.379999;-77.146637;6;-;-;-;-;-;-
43484;-17.379999;-77.146637;6;-;-;-;-;-;-
43485;-14.38;-79.146637;6;-;-;-;-;-;-
43486;-15.38;-78.146637;6;-;-;-;-;-;-
43487;-16.379999;-78.146637;6;-;-;-;-;-;-
43488;-15.38;-79.146637;6;-;-;-;-;-;-
43489;-17.379999;-78.079971;6;-;-;-;-;-;-
43490;-17.379999;-79.94664;6;-;-;-;-;-;-
43491;-9.38001;-85.146637;6;-;-;-;-;-;-
43492;-8.58;-85.94664;6;-;-;-;-;-;-
43493;-8.38001;-85.013344;6;-;-;-;-;-;-
43494;-8.58;-80.346642;6;-;-;-;-;-;-
43495;-8.38001;-80.346642;6;-;-;-;-;-;-
43496;-9.38001;-81.146637;6;-;-;-;-;-;-
43497;-8.38001;-81.279938;6;-;-;-;-;-;-
43498;-9.38001;-82.146637;6;-;-;-;-;-;-
43499;-8.38001;-82.213341;6;-;-;-;-;-;-
43500;-10.38001;-81.146637;6;-;-;-;-;-;-
43501;-10.38001;-82.146637;6;-;-;-;-;-;-
43502;-10.38001;-83.146637;6;-;-;-;-;-;-
43503;-9.38001;-83.146637;6;-;-;-;-;-;-
43504;-8.38001;-83.146637;6;-;-;-;-;-;-
43505;-11.38001;-81.146637;6;-;-;-;-;-;-
43506;-12.38001;-81.146637;6;-;-;-;-;-;-
43507;-11.38001;-82.146637;6;-;-;-;-;-;-
43508;-11.38001;-83.146637;6;-;-;-;-;-;-
43509;-12.38001;-82.146637;6;-;-;-;-;-;-
43510;-13.38001;-81.146637;6;-;-;-;-;-;-
43511;-13.38001;-82.146637;6;-;-;-;-;-;-
43512;-12.38001;-83.146637;6;-;-;-;-;-;-
43513;-13.38001;-83.146637;6;-;-;-;-;-;-
43514;-10.38001;-84.146637;6;-;-;-;-;-;-
43515;-9.38001;-84.146637;6;-;-;-;-;-;-
43516;-8.38001;-84.079941;6;-;-;-;-;-;-
43517;-10.38001;-85.146637;6;-;-;-;-;-;-
43518;-8.38001;-85.94664;6;-;-;-;-;-;-
43519;-17.18;-80.346642;6;-;-;-;-;-;-
43520;-17.379999;-81.279938;6;-;-;-;-;-;-
43521;-16.379999;-81.146637;6;-;-;-;-;-;-
43522;-11.38001;-84.146637;6;-;-;-;-;-;-
43523;-12.38001;-84.146637;6;-;-;-;-;-;-
43524;-13.38001;-84.146637;6;-;-;-;-;-;-
43525;-13.38001;-85.146637;6;-;-;-;-;-;-
43526;-12.38001;-85.146637;6;-;-;-;-;-;-
43527;-11.38001;-85.146637;6;-;-;-;-;-;-
43528;-14.38;-81.146637;6;-;-;-;-;-;-
43529;-15.38;-81.146637;6;-;-;-;-;-;-
43530;-14.38;-82.146637;6;-;-;-;-;-;-
43531;-14.38;-83.146637;6;-;-;-;-;-;-
43532;-15.38;-82.146637;6;-;-;-;-;-;-
43533;-15.38;-83.146637;6;-;-;-;-;-;-
43534;-14.38;-84.146637;6;-;-;-;-;-;-
43535;-17.379999;-80.346642;6;-;-;-;-;-;-
43536;-16.379999;-85.146637;6;-;-;-;-;-;-
43537;-17.379999;-85.013344;6;-;-;-;-;-;-
43538;-17.18;-85.94664;6;-;-;-;-;-;-
43539;-16.379999;-82.146637;6;-;-;-;-;-;-
43540;-17.379999;-82.213341;6;-;-;-;-;-;-
43541;-16.379999;-83.146637;6;-;-;-;-;-;-
43542;-17.379999;-83.146637;6;-;-;-;-;-;-
43543;-14.38;-85.146637;6;-;-;-;-;-;-
43544;-15.38;-84.146637;6;-;-;-;-;-;-
43545;-16.379999;-84.146637;6;-;-;-;-;-;-
43546;-15.38;-85.146637;6;-;-;-;-;-;-
43547;-17.379999;-84.079941;6;-;-;-;-;-;-
43548;-17.379999;-85.94664;6;-;-;-;-;-;-
43549;-9.38001;-91.146637;6;-;-;-;-;-;-
43550;-8.58;-91.94664;6;-;-;-;-;-;-
43551;-8.38001;-91.013344;6;-;-;-;-;-;-
43552;-8.58;-86.346642;6;-;-;-;-;-;-
43553;-8.38001;-86.346642;6;-;-;-;-;-;-
43554;-9.38001;-87.146637;6;-;-;-;-;-;-
43555;-8.38001;-87.279938;6;-;-;-;-;-;-
43556;-9.38001;-88.146637;6;-;-;-;-;-;-
43557;-8.38001;-88.213341;6;-;-;-;-;-;-
43558;-9.38001;-89.146637;6;-;-;-;-;-;-
43559;-8.38001;-89.146637;6;-;-;-;-;-;-
43560;-10.38001;-88.146637;6;-;-;-;-;-;-
43561;-10.38001;-89.146637;6;-;-;-;-;-;-
43562;-9.38001;-90.146637;6;-;-;-;-;-;-
43563;-8.38001;-90.079941;6;-;-;-;-;-;-
43564;-10.38001;-87.146637;6;-;-;-;-;-;-
43565;-11.38001;-87.146637;6;-;-;-;-;-;-
43566;-12.38001;-87.146637;6;-;-;-;-;-;-
43567;-11.38001;-88.146637;6;-;-;-;-;-;-
43568;-12.38001;-88.146637;6;-;-;-;-;-;-
43569;-13.38001;-87.146637;6;-;-;-;-;-;-
43570;-13.38001;-88.146637;6;-;-;-;-;-;-
43571;-11.38001;-89.146637;6;-;-;-;-;-;-
43572;-13.38001;-89.146637;6;-;-;-;-;-;-
43573;-12.38001;-89.146637;6;-;-;-;-;-;-
43574;-10.38001;-90.146637;6;-;-;-;-;-;-
43575;-10.38001;-91.146637;6;-;-;-;-;-;-
43576;-8.38001;-91.94664;6;-;-;-;-;-;-
43577;-17.18;-86.346642;6;-;-;-;-;-;-
43578;-17.379999;-87.279938;6;-;-;-;-;-;-
43579;-16.379999;-87.146637;6;-;-;-;-;-;-
43580;-11.38001;-90.146637;6;-;-;-;-;-;-
43581;-12.38001;-90.146637;6;-;-;-;-;-;-
43582;-13.38001;-90.146637;6;-;-;-;-;-;-
43583;-13.38001;-91.146637;6;-;-;-;-;-;-
43584;-12.38001;-91.146637;6;-;-;-;-;-;-
43585;-11.38001;-91.146637;6;-;-;-;-;-;-
43586;-14.38;-87.146637;6;-;-;-;-;-;-
43587;-15.38;-87.146637;6;-;-;-;-;-;-
43588;-14.38;-88.146637;6;-;-;-;-;-;-
43589;-14.38;-89.146637;6;-;-;-;-;-;-
43590;-15.38;-88.146637;6;-;-;-;-;-;-
43591;-16.379999;-88.146637;6;-;-;-;-;-;-
43592;-15.38;-89.146637;6;-;-;-;-;-;-
43593;-17.379999;-86.346642;6;-;-;-;-;-;-
43594;-16.379999;-91.146637;6;-;-;-;-;-;-
43595;-17.379999;-91.013344;6;-;-;-;-;-;-
43596;-17.18;-91.94664;6;-;-;-;-;-;-
43597;-17.379999;-88.213341;6;-;-;-;-;-;-
43598;-17.379999;-89.146637;6;-;-;-;-;-;-
43599;-16.379999;-89.146637;6;-;-;-;-;-;-
43600;-14.38;-90.146637;6;-;-;-;-;-;-
43601;-15.38;-90.146637;6;-;-;-;-;-;-
43602;-16.379999;-90.146637;6;-;-;-;-;-;-
43603;-15.38;-91.146637;6;-;-;-;-;-;-
43604;-14.38;-91.146637;6;-;-;-;-;-;-
43605;-17.379999;-90.079941;6;-;-;-;-;-;-
43606;-17.379999;-91.94664;6;-;-;-;-;-;-
43607;-18.379999;-79.146637;6;-;-;-;-;-;-
43608;-17.58;-79.94664;6;-;-;-;-;-;-
43609;-17.58;-74.346642;6;-;-;-;-;-;-
43610;-18.379999;-75.146637;6;-;-;-;-;-;-
43611;-26.18;-74.346642;6;-;-;-;-;-;-
43612;-26.379999;-75.279968;6;-;-;-;-;-;-
43613;-25.379999;-75.146637;6;-;-;-;-;-;-
43614;-18.379999;-76.146637;6;-;-;-;-;-;-
43615;-19.379999;-75.146637;6;-;-;-;-;-;-
43616;-19.379999;-76.146637;6;-;-;-;-;-;-
43617;-19.379999;-77.146637;6;-;-;-;-;-;-
43618;-18.379999;-77.146637;6;-;-;-;-;-;-
43619;-20.379999;-75.146637;6;-;-;-;-;-;-
43620;-21.379999;-75.146637;6;-;-;-;-;-;-
43621;-20.379999;-76.146637;6;-;-;-;-;-;-
43622;-20.379999;-77.146637;6;-;-;-;-;-;-
43623;-21.379999;-76.146637;6;-;-;-;-;-;-
43624;-22.379999;-75.146637;6;-;-;-;-;-;-
43625;-22.379999;-76.146637;6;-;-;-;-;-;-
43626;-21.379999;-77.146637;6;-;-;-;-;-;-
43627;-22.379999;-77.146637;6;-;-;-;-;-;-
43628;-19.379999;-78.146637;6;-;-;-;-;-;-
43629;-18.379999;-78.146637;6;-;-;-;-;-;-
43630;-19.379999;-79.146637;6;-;-;-;-;-;-
43631;-20.379999;-78.146637;6;-;-;-;-;-;-
43632;-21.379999;-78.146637;6;-;-;-;-;-;-
43633;-22.379999;-78.146637;6;-;-;-;-;-;-
43634;-22.379999;-79.146637;6;-;-;-;-;-;-
43635;-21.379999;-79.146637;6;-;-;-;-;-;-
43636;-20.379999;-79.146637;6;-;-;-;-;-;-
43637;-23.379999;-75.146637;6;-;-;-;-;-;-
43638;-24.379999;-75.146637;6;-;-;-;-;-;-
43639;-23.379999;-76.146637;6;-;-;-;-;-;-
43640;-23.379999;-77.146637;6;-;-;-;-;-;-
43641;-24.379999;-76.146637;6;-;-;-;-;-;-
43642;-24.379999;-77.146637;6;-;-;-;-;-;-
43643;-23.379999;-78.146637;6;-;-;-;-;-;-
43644;-26.379999;-74.346642;6;-;-;-;-;-;-
43645;-25.379999;-76.146637;6;-;-;-;-;-;-
43646;-26.379999;-76.21331;6;-;-;-;-;-;-
43647;-25.379999;-77.146637;6;-;-;-;-;-;-
43648;-26.379999;-77.146637;6;-;-;-;-;-;-
43649;-23.379999;-79.146637;6;-;-;-;-;-;-
43650;-24.379999;-78.146637;6;-;-;-;-;-;-
43651;-25.379999;-78.146637;6;-;-;-;-;-;-
43652;-24.379999;-79.146637;6;-;-;-;-;-;-
43653;-25.379999;-79.146637;6;-;-;-;-;-;-
43654;-26.379999;-78.079971;6;-;-;-;-;-;-
43655;-26.379999;-79.013344;6;-;-;-;-;-;-
43656;-26.18;-79.94664;6;-;-;-;-;-;-
43657;-26.379999;-79.94664;6;-;-;-;-;-;-
43658;-17.58;-80.346642;6;-;-;-;-;-;-
43659;-18.379999;-81.146637;6;-;-;-;-;-;-
43660;-18.379999;-82.146637;6;-;-;-;-;-;-
43661;-19.379999;-81.146637;6;-;-;-;-;-;-
43662;-19.379999;-82.146637;6;-;-;-;-;-;-
43663;-19.379999;-83.146637;6;-;-;-;-;-;-
